Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4306825,WHOSIS_000001,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2016,SEX_BTSX,,,,,,,77.1 [77.1-77.3],77.13183233,77.06503845,77.28057065,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4306988,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,2010,SEX_FMLE,,,,,,,84.2 [84.2-84.3],84.18307192,84.16559971,84.27393637,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4307025,WHOSIS_000001,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,2014,SEX_MLE,,,,,,,68.1 [67.4-68.8],68.10649824,67.41193777,68.83102851,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4307312,WHOSIS_000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_MLE,,,,,,,56.3 [55.5-57.2],56.32996533,55.46817074,57.22538509,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4307589,WHOSIS_000001,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,2018,SEX_FMLE,,,,,,,79.6 [79.1-80.3],79.62140406,79.14329801,80.26384353,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4307884,WHOSIS_000001,COUNTRY,BEN,YEAR,AFR,Africa,SEX,2015,SEX_MLE,,,,,,,60.3 [59.4-61.1],60.25391539,59.3960152,61.13373632,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4308389,WHOSIS_000001,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,2003,SEX_FMLE,,,,,,,48.0 [46.9-49.4],48.04394395,46.85345211,49.36057597,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4308471,WHOSIS_000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,2003,SEX_BTSX,,,,,,,71.8 [71.6-72.1],71.80038956,71.59815176,72.07492573,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4309579,WHOSIS_000001,COUNTRY,LVA,YEAR,EUR,Europe,SEX,2009,SEX_BTSX,,,,,,,72.7 [72.6-72.8],72.66145576,72.57436416,72.81748349,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4309884,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,2014,SEX_MLE,,,,,,,79.8 [79.8-79.9],79.79577947,79.77930445,79.87564935,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4309969,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2016,SEX_FMLE,,,,,,,83.4 [83.4-83.5],83.3917427,83.37683406,83.46660063,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4310758,WHOSIS_000001,COUNTRY,GMB,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,62.0 [61.3-62.8],61.98437593,61.31592836,62.80246174,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4312453,WHOSIS_000001,COUNTRY,LVA,YEAR,EUR,Europe,SEX,2016,SEX_BTSX,,,,,,,75.0 [74.9-75.1],74.95310955,74.86499739,75.09266143,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4312671,WHOSIS_000001,COUNTRY,MLI,YEAR,AFR,Africa,SEX,2019,SEX_BTSX,,,,,,,61.8 [61.0-63.0],61.83290988,60.95100386,62.96261602,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4313516,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,2018,SEX_MLE,,,,,,,59.3 [58.3-60.5],59.32275301,58.32129599,60.48821038,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4314218,WHOSIS_000001,REGION,EMR,YEAR,,,SEX,2013,SEX_FMLE,,,,,,,70.4 [69.8-71.1],70.43124224,69.8370586,71.06827228,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4314339,WHOSIS_000001,COUNTRY,PAN,YEAR,AMR,Americas,SEX,2002,SEX_BTSX,,,,,,,76.3 [76.1-76.6],76.2835354,76.12140896,76.59495254,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4314515,WHOSIS_000001,COUNTRY,VEN,YEAR,AMR,Americas,SEX,2006,SEX_FMLE,,,,,,,78.7 [78.7-78.9],78.7454931,78.68670118,78.87131856,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4314948,WHOSIS_000001,COUNTRY,SSD,YEAR,AFR,Africa,SEX,2010,SEX_FMLE,,,,,,,60.5 [59.3-62.0],60.45241701,59.26036176,61.9842687,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4315124,WHOSIS_000001,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,62.7 [62.2-63.4],62.73254827,62.23359394,63.35238188,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4315882,WHOSIS_000001,COUNTRY,AZE,YEAR,EUR,Europe,SEX,2017,SEX_FMLE,,,,,,,76.9 [76.7-77.3],76.94866817,76.72003563,77.26049027,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4316495,WHOSIS_000001,REGION,AMR,YEAR,,,SEX,2014,SEX_MLE,,,,,,,74.2 [74.0-74.4],74.1646091,74.03476946,74.37537013,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4318387,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,2005,SEX_FMLE,,,,,,,83.1 [83.0-83.1],83.06200341,83.0045308,83.11947601,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4318648,WHOSIS_000001,COUNTRY,BRN,YEAR,WPR,Western Pacific,SEX,2008,SEX_BTSX,,,,,,,76.7 [76.5-77.0],76.7179356,76.49070951,77.03082559,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4319048,WHOSIS_000001,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,2003,SEX_MLE,,,,,,,59.4 [58.8-60.1],59.3796157,58.81167568,60.08238844,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4319140,WHOSIS_000001,COUNTRY,NOR,YEAR,EUR,Europe,SEX,2018,SEX_BTSX,,,,,,,82.4 [82.4-82.5],82.44230107,82.42458356,82.5352799,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4321365,WHOSIS_000001,COUNTRY,BOL,YEAR,AMR,Americas,SEX,2018,SEX_MLE,,,,,,,71.8 [71.1-72.6],71.78449167,71.11219334,72.62989049,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4323013,WHOSIS_000001,COUNTRY,CZE,YEAR,EUR,Europe,SEX,2012,SEX_FMLE,,,,,,,80.9 [80.9-81.0],80.9195654,80.90562987,81.02464276,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4324228,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2020,SEX_MLE,,,,,,,77.7 [77.6-77.8],77.68356315,77.57665304,77.84937936,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4324689,WHOSIS_000001,COUNTRY,GIN,YEAR,AFR,Africa,SEX,2008,SEX_BTSX,,,,,,,57.5 [56.7-58.5],57.53628959,56.66743662,58.45342684,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4325012,WHOSIS_000001,COUNTRY,GMB,YEAR,AFR,Africa,SEX,2016,SEX_MLE,,,,,,,62.1 [61.4-63.0],62.12603074,61.37355176,63.01339531,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4325191,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,2008,SEX_BTSX,,,,,,,79.2 [79.2-79.3],79.19526814,79.19176062,79.26302061,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4327025,WHOSIS_000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2007,SEX_MLE,,,,,,,60.6 [59.7-61.3],60.56400385,59.70754882,61.32312773,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4329134,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2019,SEX_MLE,,,,,,,78.6 [78.5-78.8],78.56708068,78.46531699,78.75659293,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4330093,WHOSIS_000001,COUNTRY,MLT,YEAR,EUR,Europe,SEX,2010,SEX_FMLE,,,,,,,82.6 [82.5-82.9],82.64960269,82.54683359,82.8576906,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4330473,WHOSIS_000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,2018,SEX_FMLE,,,,,,,82.3 [82.2-82.5],82.29886597,82.17062493,82.48219596,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4333385,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,2017,SEX_MLE,,,,,,,80.0 [80.0-80.1],79.99212275,79.97878713,80.06928636,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4333611,WHOSIS_000001,COUNTRY,SLV,YEAR,AMR,Americas,SEX,2013,SEX_FMLE,,,,,,,78.3 [78.1-78.5],78.26868244,78.14216003,78.45178095,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4333829,WHOSIS_000001,COUNTRY,DNK,YEAR,EUR,Europe,SEX,2008,SEX_MLE,,,,,,,76.5 [76.5-76.6],76.51759239,76.49203928,76.60938197,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4334589,WHOSIS_000001,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,2007,SEX_FMLE,,,,,,,66.9 [66.1-67.9],66.90455604,66.13642212,67.88635449,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4335257,WHOSIS_000001,REGION,WPR,YEAR,,,SEX,2020,SEX_MLE,,,,,,,74.6 [73.9-75.2],74.57916808,73.93344017,75.16021571,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4335408,WHOSIS_000001,COUNTRY,BFA,YEAR,AFR,Africa,SEX,2015,SEX_BTSX,,,,,,,60.9 [59.9-61.7],60.94298433,59.93119621,61.72661022,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4335929,WHOSIS_000001,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,2000,SEX_MLE,,,,,,,74.1 [73.4-74.8],74.07818568,73.44129147,74.79416542,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4336192,WHOSIS_000001,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,2008,SEX_BTSX,,,,,,,64.5 [63.8-65.5],64.49273801,63.82796754,65.46045303,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4337143,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,2001,SEX_FMLE,,,,,,,54.7 [53.9-55.5],54.71502859,53.88693622,55.54695824,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4337317,WHOSIS_000001,COUNTRY,TJK,YEAR,EUR,Europe,SEX,2020,SEX_BTSX,,,,,,,70.6 [69.9-71.1],70.55595856,69.8910653,71.1025792,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4338456,WHOSIS_000001,COUNTRY,LSO,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,45.6 [43.7-47.6],45.61006596,43.69564398,47.6398319,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4339297,WHOSIS_000001,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,71.0 [70.3-71.8],71.03043411,70.25568438,71.79242291,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4339910,WHOSIS_000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2019,SEX_BTSX,,,,,,,70.7 [70.3-71.3],70.72711152,70.2876005,71.27232171,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4340363,WHOSIS_000001,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,2001,SEX_FMLE,,,,,,,66.7 [66.1-67.5],66.73039978,66.11159805,67.48303353,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4344114,WHOSIS_000001,COUNTRY,TGO,YEAR,AFR,Africa,SEX,2016,SEX_MLE,,,,,,,59.6 [58.7-60.8],59.64633768,58.72836187,60.75067285,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4344126,WHOSIS_000001,REGION,WPR,YEAR,,,SEX,2017,SEX_MLE,,,,,,,74.2 [73.7-74.6],74.17989162,73.68568143,74.64370832,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4346073,WHOSIS_000001,COUNTRY,LUX,YEAR,EUR,Europe,SEX,2014,SEX_FMLE,,,,,,,84.1 [84.0-84.3],84.12926826,84.01013879,84.29858014,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4346890,WHOSIS_000001,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,2000,SEX_BTSX,,,,,,,62.5 [58.2-67.4],62.51800133,58.16516582,67.43207275,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4347252,WHOSIS_000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,2008,SEX_FMLE,,,,,,,72.9 [72.1-73.8],72.89495859,72.0765744,73.77377807,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4347338,WHOSIS_000001,COUNTRY,MLT,YEAR,EUR,Europe,SEX,2008,SEX_FMLE,,,,,,,82.2 [82.1-82.3],82.15950901,82.05840865,82.32614374,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4347404,WHOSIS_000001,COUNTRY,MKD,YEAR,EUR,Europe,SEX,2011,SEX_FMLE,,,,,,,77.0 [76.9-77.2],77.0151221,76.92084005,77.19083467,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4348434,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,2017,SEX_FMLE,,,,,,,77.0 [76.8-77.4],77.03858781,76.76906137,77.36416095,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4348544,WHOSIS_000001,COUNTRY,GIN,YEAR,AFR,Africa,SEX,2012,SEX_BTSX,,,,,,,58.9 [58.1-59.9],58.88851718,58.07532464,59.87829137,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4348811,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,2016,SEX_BTSX,,,,,,,82.1 [82.1-82.2],82.13202442,82.11081704,82.20587083,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4349083,WHOSIS_000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2005,SEX_MLE,,,,,,,69.8 [69.5-70.0],69.75536802,69.51084567,70.03966859,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4350008,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,2009,SEX_FMLE,,,,,,,82.4 [82.3-82.4],82.37435335,82.31527485,82.43343185,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4350791,WHOSIS_000001,COUNTRY,GNB,YEAR,AFR,Africa,SEX,2015,SEX_MLE,,,,,,,55.2 [54.2-56.4],55.15439389,54.15431468,56.37587738,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4351018,WHOSIS_000001,COUNTRY,LCA,YEAR,AMR,Americas,SEX,2003,SEX_FMLE,,,,,,,77.0 [76.8-77.3],77.02925365,76.77855003,77.27662048,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4351895,WHOSIS_000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,2021,SEX_BTSX,,,,,,,65.8 [65.1-66.6],65.76206783,65.11197258,66.62461083,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4352933,WHOSIS_000001,COUNTRY,TCD,YEAR,AFR,Africa,SEX,2014,SEX_BTSX,,,,,,,57.5 [56.5-58.6],57.46459955,56.48094122,58.60004907,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4354160,WHOSIS_000001,COUNTRY,FIN,YEAR,EUR,Europe,SEX,2020,SEX_FMLE,,,,,,,84.2 [84.1-84.3],84.15926945,84.12011038,84.26605257,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4354394,WHOSIS_000001,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,2001,SEX_MLE,,,,,,,64.0 [63.7-64.3],64.03510422,63.74308963,64.33443563,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4354524,WHOSIS_000001,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,2018,SEX_FMLE,,,,,,,75.5 [74.7-76.2],75.51795579,74.74876649,76.20962422,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4355671,WHOSIS_000001,COUNTRY,CRI,YEAR,AMR,Americas,SEX,2011,SEX_BTSX,,,,,,,80.3 [80.2-80.4],80.26271645,80.1803304,80.39521269,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4357728,WHOSIS_000001,COUNTRY,COG,YEAR,AFR,Africa,SEX,2011,SEX_BTSX,,,,,,,61.1 [60.4-62.0],61.13100658,60.43045295,61.97543889,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4358242,WHOSIS_000001,COUNTRY,ERI,YEAR,AFR,Africa,SEX,2005,SEX_FMLE,,,,,,,61.5 [60.6-62.4],61.48811162,60.6309245,62.38803007,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4359931,WHOSIS_000001,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,2015,SEX_MLE,,,,,,,62.2 [61.1-63.5],62.20475666,61.11188942,63.53675609,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4360091,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,2011,SEX_FMLE,,,,,,,84.1 [84.1-84.2],84.12261029,84.06522285,84.17999774,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4361463,WHOSIS_000001,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,SEX,2021,SEX_BTSX,,,,,,,74.1 [73.6-74.7],74.06842662,73.59068969,74.69576097,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4361659,WHOSIS_000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,2013,SEX_MLE,,,,,,,67.0 [66.1-68.0],66.988926,66.06062015,67.99072805,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4361755,WHOSIS_000001,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,2009,SEX_FMLE,,,,,,,82.3 [82.3-82.4],82.34074291,82.30326995,82.43537716,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4361768,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,2007,SEX_BTSX,,,,,,,73.1 [73.1-73.3],73.13558178,73.06563484,73.26736816,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4363926,WHOSIS_000001,COUNTRY,FIN,YEAR,EUR,Europe,SEX,2002,SEX_BTSX,,,,,,,78.1 [78.1-78.2],78.12614307,78.10398594,78.22609623,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4364393,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,2016,SEX_FMLE,,,,,,,82.8 [82.8-82.9],82.80133007,82.79392821,82.87401777,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4364425,WHOSIS_000001,COUNTRY,GNB,YEAR,AFR,Africa,SEX,2018,SEX_MLE,,,,,,,56.1 [55.0-57.4],56.14199575,54.97275353,57.37204413,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4364716,WHOSIS_000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,2010,SEX_BTSX,,,,,,,70.5 [70.0-71.1],70.48867026,70.04232784,71.11205868,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4365919,WHOSIS_000001,COUNTRY,SRB,YEAR,EUR,Europe,SEX,2000,SEX_MLE,,,,,,,68.7 [68.6-68.9],68.68336551,68.55446791,68.89303261,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4366351,WHOSIS_000001,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,2001,SEX_BTSX,,,,,,,45.0 [43.8-46.2],44.99215514,43.80588025,46.23330034,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4368592,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,SEX,2009,SEX_MLE,,,,,,,58.5 [57.8-59.4],58.52479178,57.79712796,59.3665781,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4368634,WHOSIS_000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2016,SEX_FMLE,,,,,,,78.1 [77.9-78.3],78.07058788,77.87009314,78.30509232,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4371678,WHOSIS_000001,COUNTRY,ISR,YEAR,EUR,Europe,SEX,2019,SEX_FMLE,,,,,,,84.3 [84.3-84.4],84.31971616,84.29960168,84.40685945,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4371759,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,2013,SEX_FMLE,,,,,,,69.2 [68.5-69.9],69.15189896,68.48595024,69.88802631,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4371887,WHOSIS_000001,REGION,WPR,YEAR,,,SEX,2020,SEX_BTSX,,,,,,,77.7 [77.2-78.3],77.70194212,77.22688519,78.34234032,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4372415,WHOSIS_000001,COUNTRY,GEO,YEAR,EUR,Europe,SEX,2021,SEX_BTSX,,,,,,,71.2 [71.1-71.4],71.24038597,71.07986925,71.41354854,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4372621,WHOSIS_000001,COUNTRY,LTU,YEAR,EUR,Europe,SEX,2003,SEX_FMLE,,,,,,,77.4 [77.4-77.6],77.42740055,77.37225463,77.55650307,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4372972,WHOSIS_000001,COUNTRY,HRV,YEAR,EUR,Europe,SEX,2013,SEX_BTSX,,,,,,,77.9 [77.8-78.0],77.85314853,77.79050556,77.99278729,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4373074,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2008,SEX_BTSX,,,,,,,78.9 [78.8-79.1],78.89957706,78.81036145,79.0528477,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
