SpatialDimType,SpatialDim,ParentLocation,TimeDim,Dim1,NumericValue
COUNTRY,AUT,Europe,2004,Both,79.11359324
COUNTRY,SLE,Africa,2014,Both,55.83770997
COUNTRY,PER,Americas,2020,Male,69.45852441
COUNTRY,BGR,Europe,2019,Male,71.52314924
COUNTRY,SLE,Africa,2016,Both,58.75068972
COUNTRY,LUX,Europe,2005,Male,76.91509741
COUNTRY,SGP,Western Pacific,2021,Male,81.57605503
COUNTRY,ISR,Europe,2009,Both,81.12924437
COUNTRY,JAM,Americas,2017,Female,75.43163223
COUNTRY,COG,Africa,2003,Male,54.53602114
COUNTRY,AGO,Africa,2017,Female,64.27574643
COUNTRY,ISL,Europe,2004,Both,80.76637117
COUNTRY,PNG,Western Pacific,2010,Female,65.86369079
COUNTRY,TON,Western Pacific,2011,Both,72.18060639
COUNTRY,TUN,Eastern Mediterranean,2011,Female,78.86343227
COUNTRY,BGR,Europe,2006,Female,76.20679085
COUNTRY,CAN,Americas,2000,Both,79.08864173
COUNTRY,VUT,Western Pacific,2020,Female,70.94140764
COUNTRY,SLB,Western Pacific,2008,Male,61.75377135
COUNTRY,NPL,South-East Asia,2005,Female,69.50226222
COUNTRY,LBR,Africa,2013,Both,61.38474407
COUNTRY,BDI,Africa,2019,Male,62.36845109
COUNTRY,TLS,South-East Asia,2002,Female,64.56965067
COUNTRY,BEN,Africa,2009,Female,63.17793982
COUNTRY,JOR,Eastern Mediterranean,2005,Female,72.71007122
COUNTRY,VCT,Americas,2010,Both,73.48342047
COUNTRY,MNE,Europe,2006,Female,76.68040772
COUNTRY,LSO,Africa,2017,Male,48.36610004
COUNTRY,ZWE,Africa,2013,Both,56.08364808
COUNTRY,BLR,Europe,2021,Male,68.06073365
COUNTRY,CPV,Africa,2020,Female,78.1800866
COUNTRY,NER,Africa,2005,Male,54.14607903
COUNTRY,ISL,Europe,2007,Female,82.86313338
COUNTRY,DEU,Europe,2015,Male,78.11601135
COUNTRY,NAM,Africa,2017,Female,65.54015095
COUNTRY,KHM,Western Pacific,2007,Male,62.30630242
COUNTRY,BFA,Africa,2012,Male,57.11169334
COUNTRY,VNM,Western Pacific,2017,Both,73.40138207
COUNTRY,HUN,Europe,2017,Male,72.49248429
COUNTRY,MDV,South-East Asia,2013,Male,74.79399204
COUNTRY,TCD,Africa,2013,Both,57.01481483
COUNTRY,NAM,Africa,2015,Male,58.80554263
COUNTRY,SDN,Eastern Mediterranean,2001,Male,61.74202337
COUNTRY,NGA,Africa,2006,Male,56.24882266
COUNTRY,MDG,Africa,2014,Both,63.22596923
COUNTRY,CPV,Africa,2003,Male,68.26431037
COUNTRY,COL,Americas,2020,Both,76.17457612
COUNTRY,UGA,Africa,2000,Both,48.8900405
COUNTRY,JAM,Americas,2013,Both,74.2198557
REGION,AMR,,2016,Female,79.434621
COUNTRY,NAM,Africa,2021,Female,63.44307317
COUNTRY,IRN,Eastern Mediterranean,2006,Male,73.24182884
COUNTRY,BLR,Europe,2000,Male,63.18998054
COUNTRY,SWE,Europe,2019,Female,84.24257133
COUNTRY,MLI,Africa,2012,Both,59.27099434
COUNTRY,GNQ,Africa,2017,Male,59.72318605
COUNTRY,FRA,Europe,2006,Female,83.77597704
COUNTRY,PAN,Americas,2008,Male,73.90982858
COUNTRY,BHR,Eastern Mediterranean,2010,Both,73.86198294
COUNTRY,KAZ,Europe,2003,Male,59.36855305
COUNTRY,GRC,Europe,2001,Both,78.82217341
COUNTRY,LTU,Europe,2019,Female,80.81523162
COUNTRY,IRL,Europe,2013,Female,82.6377059
COUNTRY,YEM,Eastern Mediterranean,2005,Both,65.75114077
COUNTRY,BEN,Africa,2008,Male,58.39722232
COUNTRY,COL,Americas,2012,Both,76.94484313
COUNTRY,RUS,Europe,2000,Female,72.14309144
COUNTRY,BGR,Europe,2013,Female,78.42357631
COUNTRY,LCA,Americas,2017,Male,72.48712776
COUNTRY,TZA,Africa,2013,Both,64.03254511
COUNTRY,LBN,Eastern Mediterranean,2002,Both,76.55400992
COUNTRY,BHR,Eastern Mediterranean,2009,Both,73.40666919
COUNTRY,TKM,Europe,2019,Male,65.69781955
COUNTRY,MRT,Africa,2010,Female,68.3449953
COUNTRY,ERI,Africa,2008,Both,59.61833756
COUNTRY,TKM,Europe,2005,Both,65.28550391
COUNTRY,MOZ,Africa,2012,Male,51.39306652
COUNTRY,NIC,Americas,2018,Female,81.13623286
COUNTRY,GMB,Africa,2001,Both,59.40248243
COUNTRY,FRA,Europe,2015,Male,78.96164995
COUNTRY,MKD,Europe,2004,Male,71.49359502
COUNTRY,IRN,Eastern Mediterranean,2009,Female,78.36187806
COUNTRY,FSM,Western Pacific,2016,Both,65.5242044
COUNTRY,AGO,Africa,2016,Female,64.23261549
COUNTRY,CYP,Europe,2006,Female,82.01596571
COUNTRY,CAF,Africa,2003,Male,44.31648563
COUNTRY,USA,Americas,2003,Both,76.98967151
COUNTRY,BEL,Europe,2019,Male,79.50239621
COUNTRY,MDG,Africa,2010,Male,61.44198871
COUNTRY,ERI,Africa,2010,Male,57.41407148
COUNTRY,SOM,Eastern Mediterranean,2000,Male,47.18542024
REGION,WPR,,2021,Female,80.51378972
COUNTRY,MUS,Africa,2009,Female,76.68447664
COUNTRY,FRA,Europe,2019,Male,79.773758
COUNTRY,SVK,Europe,2008,Female,78.78247449
COUNTRY,IDN,South-East Asia,2013,Both,70.05398814
COUNTRY,KAZ,Europe,2002,Female,70.54125621
COUNTRY,WSM,Western Pacific,2021,Male,69.07190741
COUNTRY,ARM,Europe,2001,Female,75.03658316
COUNTRY,BHS,Americas,2005,Female,75.71258446
COUNTRY,YEM,Eastern Mediterranean,2008,Female,68.84448509
COUNTRY,KGZ,Europe,2004,Female,70.36807333
COUNTRY,SLE,Africa,2010,Both,54.97106845
COUNTRY,LBY,Eastern Mediterranean,2015,Both,72.65332031
COUNTRY,MOZ,Africa,2018,Female,61.13492861
COUNTRY,GBR,Europe,2012,Both,80.64107832
COUNTRY,IND,South-East Asia,2001,Male,62.53734683
COUNTRY,BRN,Western Pacific,2018,Both,76.40808264
COUNTRY,PHL,Western Pacific,2019,Both,69.42943033
COUNTRY,GIN,Africa,2000,Female,55.11607884
COUNTRY,MNG,Western Pacific,2005,Both,65.26255095
COUNTRY,ISR,Europe,2014,Female,83.57399712
COUNTRY,QAT,Eastern Mediterranean,2005,Female,73.10240231
COUNTRY,MLI,Africa,2002,Female,54.05037462
COUNTRY,BLR,Europe,2013,Female,77.8380913
COUNTRY,OMN,Eastern Mediterranean,2017,Male,72.01827359
COUNTRY,KEN,Africa,2017,Both,65.61126491
COUNTRY,ARE,Eastern Mediterranean,2014,Both,80.64754288
COUNTRY,BTN,South-East Asia,2018,Both,73.75301201
COUNTRY,SEN,Africa,2004,Female,63.0297986
COUNTRY,SLV,Americas,2009,Both,74.00196009
COUNTRY,GNB,Africa,2008,Male,52.06876115
COUNTRY,AZE,Europe,2019,Male,73.37946114
COUNTRY,LBN,Eastern Mediterranean,2021,Female,77.4956995
COUNTRY,KEN,Africa,2010,Female,63.13132468
COUNTRY,KAZ,Europe,2016,Male,67.9260475
COUNTRY,BGR,Europe,2017,Both,74.71989724
COUNTRY,UZB,Europe,2008,Female,67.90255876
COUNTRY,SAU,Eastern Mediterranean,2007,Male,71.44917216
COUNTRY,BEN,Africa,2018,Male,61.38720955
COUNTRY,BHR,Eastern Mediterranean,2007,Female,73.54332362
COUNTRY,VNM,Western Pacific,2003,Both,72.11217075
COUNTRY,MEX,Americas,2008,Both,75.08739804
COUNTRY,GNQ,Africa,2016,Female,62.08515483
COUNTRY,MLT,Europe,2010,Male,78.20018212
COUNTRY,KHM,Western Pacific,2019,Female,72.15942832
COUNTRY,BHR,Eastern Mediterranean,2016,Male,75.02627335
COUNTRY,CHL,Americas,2003,Female,80.26653337
COUNTRY,GMB,Africa,2007,Female,62.91790427
COUNTRY,AUT,Europe,2007,Male,77.25044927
COUNTRY,GUY,Americas,2010,Both,66.14634849
COUNTRY,UZB,Europe,2017,Male,68.17345282
COUNTRY,BRA,Americas,2021,Both,72.38840694
COUNTRY,SLV,Americas,2019,Both,74.28004903
COUNTRY,WSM,Western Pacific,2014,Male,68.85912854
COUNTRY,CAF,Africa,2008,Male,46.8453852
COUNTRY,AUS,Western Pacific,2015,Male,80.4061322
COUNTRY,TJK,Europe,2006,Female,70.45866152
COUNTRY,DOM,Americas,2020,Female,77.52154922
COUNTRY,ROU,Europe,2009,Male,69.75102646
COUNTRY,URY,Americas,2011,Female,80.36552944
COUNTRY,BOL,Americas,2021,Male,62.87421268
COUNTRY,IRL,Europe,2000,Both,76.41796785
COUNTRY,ESP,Europe,2005,Both,80.00981734
COUNTRY,BOL,Americas,2006,Both,69.1623043
COUNTRY,TJK,Europe,2011,Female,72.34620519
WORLDBANKINCOMEGROUP,WB_LMI,,2013,Both,67.72575062
COUNTRY,FIN,Europe,2013,Male,77.79555673
COUNTRY,CYP,Europe,2021,Both,81.912741
COUNTRY,SRB,Europe,2016,Male,73.12497359
COUNTRY,BHR,Eastern Mediterranean,2015,Both,75.75082454
COUNTRY,PAN,Americas,2017,Female,81.16922487
COUNTRY,THA,South-East Asia,2019,Female,80.6373351
COUNTRY,JAM,Americas,2013,Female,76.13576313
COUNTRY,PRY,Americas,2009,Male,72.12376973
COUNTRY,SWE,Europe,2016,Female,83.63114184
COUNTRY,KAZ,Europe,2011,Female,73.86945559
COUNTRY,AUS,Western Pacific,2001,Male,77.59837914
COUNTRY,CIV,Africa,2008,Male,54.77067595
COUNTRY,SLV,Americas,2000,Female,75.88718849
COUNTRY,TZA,Africa,2000,Female,53.8391923
COUNTRY,SLV,Americas,2018,Female,79.10839635
COUNTRY,MDA,Europe,2008,Male,63.62876562
COUNTRY,ECU,Americas,2015,Male,74.6889949
COUNTRY,BHS,Americas,2017,Female,76.31429679
COUNTRY,WSM,Western Pacific,2005,Both,70.24626535
COUNTRY,KGZ,Europe,2013,Female,74.69966081
COUNTRY,GRD,Americas,2000,Female,76.45471759
COUNTRY,IND,South-East Asia,2002,Both,64.16827815
REGION,WPR,,2020,Female,81.10573156
COUNTRY,LKA,South-East Asia,2012,Female,78.99675507
COUNTRY,OMN,Eastern Mediterranean,2012,Female,77.21611988
COUNTRY,ZMB,Africa,2000,Both,44.52713939
COUNTRY,KAZ,Europe,2016,Both,72.39593644
COUNTRY,IND,South-East Asia,2007,Female,67.66658988
COUNTRY,BIH,Europe,2016,Both,77.13183233
COUNTRY,CHE,Europe,2010,Female,84.18307192
COUNTRY,PRK,South-East Asia,2014,Male,68.10649824
COUNTRY,AFG,Eastern Mediterranean,2004,Male,56.32996533
COUNTRY,QAT,Eastern Mediterranean,2018,Female,79.62140406
COUNTRY,BEN,Africa,2015,Male,60.25391539
COUNTRY,ZMB,Africa,2003,Female,48.04394395
COUNTRY,BLZ,Americas,2003,Both,71.80038956
COUNTRY,LVA,Europe,2009,Both,72.66145576
COUNTRY,NLD,Europe,2014,Male,79.79577947
COUNTRY,BEL,Europe,2016,Female,83.3917427
COUNTRY,GMB,Africa,2004,Female,61.98437593
COUNTRY,LVA,Europe,2016,Both,74.95310955
COUNTRY,MLI,Africa,2019,Both,61.83290988
COUNTRY,COD,Africa,2018,Male,59.32275301
REGION,EMR,,2013,Female,70.43124224
COUNTRY,PAN,Americas,2002,Both,76.2835354
COUNTRY,VEN,Americas,2006,Female,78.7454931
COUNTRY,SSD,Africa,2010,Female,60.45241701
COUNTRY,KHM,Western Pacific,2004,Both,62.73254827
COUNTRY,AZE,Europe,2017,Female,76.94866817
REGION,AMR,,2014,Male,74.1646091
COUNTRY,ITA,Europe,2005,Female,83.06200341
COUNTRY,BRN,Western Pacific,2008,Both,76.7179356
COUNTRY,KHM,Western Pacific,2003,Male,59.3796157
COUNTRY,NOR,Europe,2018,Both,82.44230107
COUNTRY,BOL,Americas,2018,Male,71.78449167
COUNTRY,CZE,Europe,2012,Female,80.9195654
COUNTRY,SVN,Europe,2020,Male,77.68356315
COUNTRY,GIN,Africa,2008,Both,57.53628959
COUNTRY,GMB,Africa,2016,Male,62.12603074
COUNTRY,PRT,Europe,2008,Both,79.19526814
COUNTRY,MDG,Africa,2007,Male,60.56400385
COUNTRY,SVN,Europe,2019,Male,78.56708068
COUNTRY,MLT,Europe,2010,Female,82.64960269
COUNTRY,EST,Europe,2018,Female,82.29886597
COUNTRY,NLD,Europe,2017,Male,79.99212275
COUNTRY,SLV,Americas,2013,Female,78.26868244
COUNTRY,DNK,Europe,2008,Male,76.51759239
COUNTRY,SDN,Eastern Mediterranean,2007,Female,66.90455604
REGION,WPR,,2020,Male,74.57916808
COUNTRY,BFA,Africa,2015,Both,60.94298433
COUNTRY,JOR,Eastern Mediterranean,2000,Male,74.07818568
COUNTRY,FSM,Western Pacific,2008,Both,64.49273801
COUNTRY,COD,Africa,2001,Female,54.71502859
COUNTRY,TJK,Europe,2020,Both,70.55595856
COUNTRY,LSO,Africa,2004,Female,45.61006596
COUNTRY,MAR,Eastern Mediterranean,2004,Both,71.03043411
COUNTRY,IND,South-East Asia,2019,Both,70.72711152
COUNTRY,FSM,Western Pacific,2001,Female,66.73039978
COUNTRY,TGO,Africa,2016,Male,59.64633768
REGION,WPR,,2017,Male,74.17989162
COUNTRY,LUX,Europe,2014,Female,84.12926826
COUNTRY,PRK,South-East Asia,2000,Both,62.51800133
COUNTRY,IRQ,Eastern Mediterranean,2008,Female,72.89495859
COUNTRY,MLT,Europe,2008,Female,82.15950901
COUNTRY,MKD,Europe,2011,Female,77.0151221
COUNTRY,ATG,Americas,2017,Female,77.03858781
COUNTRY,GIN,Africa,2012,Both,58.88851718
COUNTRY,FRA,Europe,2016,Both,82.13202442
COUNTRY,BRA,Americas,2005,Male,69.75536802
COUNTRY,DEU,Europe,2009,Female,82.37435335
COUNTRY,GNB,Africa,2015,Male,55.15439389
COUNTRY,LCA,Americas,2003,Female,77.02925365
COUNTRY,YEM,Eastern Mediterranean,2021,Both,65.76206783
COUNTRY,TCD,Africa,2014,Both,57.46459955
COUNTRY,FIN,Europe,2020,Female,84.15926945
COUNTRY,FJI,Western Pacific,2001,Male,64.03510422
COUNTRY,TON,Western Pacific,2018,Female,75.51795579
COUNTRY,CRI,Americas,2011,Both,80.26271645
COUNTRY,COG,Africa,2011,Both,61.13100658
COUNTRY,ERI,Africa,2005,Female,61.48811162
COUNTRY,DJI,Eastern Mediterranean,2015,Male,62.20475666
COUNTRY,ITA,Europe,2011,Female,84.12261029
COUNTRY,TUN,Eastern Mediterranean,2021,Both,74.06842662
COUNTRY,YEM,Eastern Mediterranean,2013,Male,66.988926
COUNTRY,NZL,Western Pacific,2009,Female,82.34074291
COUNTRY,ROU,Europe,2007,Both,73.13558178
COUNTRY,FIN,Europe,2002,Both,78.12614307
COUNTRY,NLD,Europe,2016,Female,82.80133007
COUNTRY,GNB,Africa,2018,Male,56.14199575
COUNTRY,WSM,Western Pacific,2010,Both,70.48867026
COUNTRY,SRB,Europe,2000,Male,68.68336551
COUNTRY,ZMB,Africa,2001,Both,44.99215514
WORLDBANKINCOMEGROUP,WB_LI,,2009,Male,58.52479178
COUNTRY,BRA,Americas,2016,Female,78.07058788
COUNTRY,ISR,Europe,2019,Female,84.31971616
COUNTRY,MRT,Africa,2013,Female,69.15189896
REGION,WPR,,2020,Both,77.70194212
COUNTRY,GEO,Europe,2021,Both,71.24038597
COUNTRY,LTU,Europe,2003,Female,77.42740055
COUNTRY,HRV,Europe,2013,Both,77.85314853
COUNTRY,SVN,Europe,2008,Both,78.89957706
COUNTRY,PHL,Western Pacific,2014,Female,74.07172111
COUNTRY,CAF,Africa,2019,Female,55.89381458
COUNTRY,GHA,Africa,2015,Both,64.33720534
COUNTRY,PAN,Americas,2004,Both,76.4816701
COUNTRY,CAN,Americas,2017,Male,79.76316331
COUNTRY,JAM,Americas,2008,Both,70.6377363
COUNTRY,KAZ,Europe,2001,Both,64.70931637
COUNTRY,MKD,Europe,2008,Female,76.35641727
COUNTRY,RUS,Europe,2016,Female,76.8136795
REGION,EUR,,2006,Both,74.11279931
COUNTRY,MAR,Eastern Mediterranean,2010,Female,73.05657361
COUNTRY,LBR,Africa,2007,Female,59.68966553
COUNTRY,YEM,Eastern Mediterranean,2004,Female,66.8078959
COUNTRY,BEL,Europe,2011,Both,80.16687766
COUNTRY,DEU,Europe,2010,Male,77.77691729
COUNTRY,ARM,Europe,2016,Both,74.40594896
COUNTRY,TZA,Africa,2011,Female,63.70336487
COUNTRY,VCT,Americas,2017,Both,73.09125438
COUNTRY,UGA,Africa,2005,Both,54.81013228
COUNTRY,USA,Americas,2009,Male,76.15974206
REGION,EUR,,2021,Male,73.25065916
COUNTRY,CYP,Europe,2019,Male,80.20225205
COUNTRY,TON,Western Pacific,2002,Male,68.36392051
COUNTRY,ARG,Americas,2003,Male,70.70497823
COUNTRY,LBN,Eastern Mediterranean,2007,Both,77.46682627
COUNTRY,COD,Africa,2013,Female,60.77548744
COUNTRY,COG,Africa,2019,Female,63.0786517
WORLDBANKINCOMEGROUP,WB_HI,,2015,Female,82.8530413
COUNTRY,TCD,Africa,2009,Female,56.65239518
COUNTRY,CYP,Europe,2000,Both,78.83247264
COUNTRY,IRN,Eastern Mediterranean,2012,Both,77.0924022
COUNTRY,AGO,Africa,2000,Male,46.96798178
COUNTRY,BEL,Europe,2018,Both,81.2494226
COUNTRY,HRV,Europe,2000,Male,71.04989982
COUNTRY,CMR,Africa,2018,Female,63.37927758
COUNTRY,CAN,Americas,2021,Both,81.58276248
COUNTRY,CHN,Western Pacific,2004,Male,69.54784634
COUNTRY,ESP,Europe,2018,Both,82.76765981
COUNTRY,LTU,Europe,2006,Male,65.00644748
COUNTRY,GTM,Americas,2016,Both,72.23492224
COUNTRY,BIH,Europe,2002,Both,76.09726725
COUNTRY,BGR,Europe,2019,Female,78.62409466
COUNTRY,BOL,Americas,2020,Male,64.395249
COUNTRY,HRV,Europe,2007,Male,72.34643633
COUNTRY,PNG,Western Pacific,2016,Both,66.19035356
COUNTRY,OMN,Eastern Mediterranean,2005,Both,73.361458
COUNTRY,FRA,Europe,2001,Female,82.55624193
COUNTRY,NAM,Africa,2005,Male,50.71184886
COUNTRY,MEX,Americas,2009,Male,72.5257014
COUNTRY,DJI,Eastern Mediterranean,2014,Female,65.15565391
COUNTRY,PAN,Americas,2002,Male,73.44204446
COUNTRY,GBR,Europe,2000,Male,75.49113499
COUNTRY,ERI,Africa,2014,Female,65.1703518
COUNTRY,LBY,Eastern Mediterranean,2001,Female,75.80973554
COUNTRY,PRK,South-East Asia,2012,Female,73.31660702
COUNTRY,BGR,Europe,2011,Male,70.59388684
COUNTRY,NZL,Western Pacific,2004,Female,81.0764761
COUNTRY,NGA,Africa,2010,Male,58.42441906
COUNTRY,CHL,Americas,2020,Both,79.90385052
COUNTRY,COD,Africa,2017,Male,58.77574848
COUNTRY,MLT,Europe,2014,Male,79.41210504
COUNTRY,ZMB,Africa,2021,Male,58.72094624
COUNTRY,MMR,South-East Asia,2004,Both,61.06960565
COUNTRY,CMR,Africa,2004,Female,54.75964119
COUNTRY,GNQ,Africa,2019,Female,63.04898321
COUNTRY,EST,Europe,2017,Female,82.27693934
WORLDBANKINCOMEGROUP,WB_LMI,,2007,Male,63.47509428
COUNTRY,SUR,Americas,2014,Both,73.05386141
COUNTRY,PER,Americas,2000,Both,75.12364237
COUNTRY,ZAF,Africa,2015,Female,66.18019087
COUNTRY,LBN,Eastern Mediterranean,2008,Male,75.3659664
COUNTRY,MNE,Europe,2021,Both,74.70975149
COUNTRY,ATG,Americas,2015,Female,77.21223683
COUNTRY,MDA,Europe,2018,Male,68.87328463
COUNTRY,TUN,Eastern Mediterranean,2019,Male,75.09416883
COUNTRY,TJK,Europe,2020,Male,68.60522485
COUNTRY,ISL,Europe,2003,Male,78.72388013
COUNTRY,IRL,Europe,2012,Female,82.56634433
COUNTRY,KHM,Western Pacific,2011,Male,64.34595448
COUNTRY,PRI,Americas,2008,Female,81.99338895
COUNTRY,UZB,Europe,2013,Both,68.3723982
COUNTRY,LSO,Africa,2014,Female,51.68993217
COUNTRY,NGA,Africa,2021,Male,62.06702482
REGION,WPR,,2014,Male,73.51600568
COUNTRY,MUS,Africa,2007,Female,76.13463041
COUNTRY,SOM,Eastern Mediterranean,2018,Male,52.24588762
COUNTRY,NAM,Africa,2016,Male,58.98048678
COUNTRY,BLR,Europe,2019,Male,69.72667646
COUNTRY,NLD,Europe,2007,Both,80.12725056
COUNTRY,CPV,Africa,2010,Both,74.23169531
COUNTRY,CHE,Europe,2013,Male,80.41880302
COUNTRY,CZE,Europe,2020,Female,81.0794963
COUNTRY,SWZ,Africa,2002,Female,45.07276641
COUNTRY,LBR,Africa,2009,Both,60.0506239
COUNTRY,CMR,Africa,2017,Male,58.82508768
COUNTRY,EGY,Eastern Mediterranean,2001,Both,68.84530776
COUNTRY,SYC,Africa,2015,Both,73.16237091
COUNTRY,GIN,Africa,2020,Male,59.65101725
COUNTRY,GNQ,Africa,2012,Male,59.74862025
REGION,AMR,,2017,Female,79.55112715
COUNTRY,ITA,Europe,2017,Both,82.52191209
COUNTRY,AGO,Africa,2014,Both,61.13534716
COUNTRY,NER,Africa,2014,Both,59.45072248
COUNTRY,PSE,Eastern Mediterranean,2011,Female,74.92065817
COUNTRY,SWZ,Africa,2020,Female,59.4742709
COUNTRY,ZMB,Africa,2021,Both,60.96884286
GLOBAL,GLOBAL,,2004,Male,65.52965833
COUNTRY,URY,Americas,2020,Both,77.79436073
COUNTRY,ERI,Africa,2018,Male,60.67813984
COUNTRY,KWT,Eastern Mediterranean,2011,Both,81.44805413
COUNTRY,MNG,Western Pacific,2017,Female,74.55457802
GLOBAL,GLOBAL,,2008,Male,67.18836559
COUNTRY,ROU,Europe,2003,Male,67.61412772
COUNTRY,MMR,South-East Asia,2020,Male,65.65323051
COUNTRY,NPL,South-East Asia,2014,Male,68.40195
COUNTRY,ESP,Europe,2019,Both,83.13561895
COUNTRY,CPV,Africa,2020,Both,73.66739044
COUNTRY,SSD,Africa,2016,Male,57.075647
COUNTRY,GRD,Americas,2015,Male,70.07707431
COUNTRY,VNM,Western Pacific,2015,Female,77.46663533
COUNTRY,HND,Americas,2000,Both,69.7632118
COUNTRY,PHL,Western Pacific,2018,Male,66.27631845
REGION,EUR,,2007,Female,78.370276
COUNTRY,LSO,Africa,2021,Both,51.47907482
COUNTRY,OMN,Eastern Mediterranean,2018,Female,78.52094349
COUNTRY,MOZ,Africa,2013,Male,51.7742438
COUNTRY,CPV,Africa,2004,Female,76.05995272
COUNTRY,GRC,Europe,2019,Both,80.90744762
COUNTRY,SLB,Western Pacific,2014,Female,67.5891727
COUNTRY,PHL,Western Pacific,2009,Male,65.41874214
COUNTRY,SDN,Eastern Mediterranean,2013,Male,66.5642803
COUNTRY,IRN,Eastern Mediterranean,2008,Female,78.1017685
COUNTRY,NOR,Europe,2006,Both,80.28168328
COUNTRY,ARG,Americas,2014,Both,76.51452536
COUNTRY,DOM,Americas,2014,Male,70.00257612
COUNTRY,FJI,Western Pacific,2003,Female,68.89448688
COUNTRY,MOZ,Africa,2013,Female,56.75004932
COUNTRY,MNE,Europe,2021,Female,77.87943538
COUNTRY,BOL,Americas,2003,Female,68.80483957
COUNTRY,SLB,Western Pacific,2011,Female,67.20533186
COUNTRY,IND,South-East Asia,2001,Both,63.6569119
COUNTRY,MDV,South-East Asia,2020,Both,76.1908817
COUNTRY,HUN,Europe,2004,Both,72.86168111
COUNTRY,FSM,Western Pacific,2015,Female,68.19181643
COUNTRY,MRT,Africa,2006,Female,66.50297046
COUNTRY,GTM,Americas,2000,Male,65.32385286
COUNTRY,MNG,Western Pacific,2011,Male,63.1828367
COUNTRY,JPN,Western Pacific,2019,Female,87.15215206
WORLDBANKINCOMEGROUP,WB_LMI,,2003,Both,63.69823422
COUNTRY,PRK,South-East Asia,2002,Both,62.79218596
COUNTRY,HND,Americas,2014,Male,67.39606744
COUNTRY,BWA,Africa,2002,Both,46.95490275
COUNTRY,COG,Africa,2013,Female,61.57028698
COUNTRY,BTN,South-East Asia,2009,Both,71.27007127
COUNTRY,HRV,Europe,2010,Both,76.79829944
COUNTRY,ERI,Africa,2014,Male,59.27896066
COUNTRY,SSD,Africa,2021,Male,56.47971379
COUNTRY,ITA,Europe,2018,Both,82.77664183
COUNTRY,FIN,Europe,2007,Female,82.65797448
COUNTRY,ARE,Eastern Mediterranean,2001,Male,78.72034312
COUNTRY,ARE,Eastern Mediterranean,2017,Male,80.52881968
COUNTRY,HND,Americas,2009,Both,70.99448917
COUNTRY,FRA,Europe,2008,Both,80.87497757
COUNTRY,BEN,Africa,2002,Female,60.05534802
COUNTRY,GBR,Europe,2010,Both,80.25257339
GLOBAL,GLOBAL,,2014,Both,71.94618807
COUNTRY,UZB,Europe,2000,Female,64.584151
COUNTRY,LUX,Europe,2010,Female,83.31336459
COUNTRY,GNQ,Africa,2000,Female,55.75921258
COUNTRY,WSM,Western Pacific,2003,Male,68.25145905
COUNTRY,BWA,Africa,2009,Both,56.8865344
WORLDBANKINCOMEGROUP,WB_LI,,2012,Female,63.31591049
COUNTRY,THA,South-East Asia,2001,Female,75.47236707
COUNTRY,MUS,Africa,2000,Both,71.13541086
COUNTRY,PAN,Americas,2004,Female,79.38236544
COUNTRY,GBR,Europe,2013,Female,82.41066043
COUNTRY,TGO,Africa,2009,Female,60.69101035
COUNTRY,MLI,Africa,2007,Both,57.34348988
COUNTRY,MRT,Africa,2001,Both,63.48748709
COUNTRY,CYP,Europe,2013,Female,83.945915
COUNTRY,COM,Africa,2012,Female,67.50808749
COUNTRY,GUY,Americas,2008,Male,62.88099112
COUNTRY,MOZ,Africa,2001,Both,51.31528926
COUNTRY,NER,Africa,2007,Male,55.77999636
COUNTRY,LSO,Africa,2012,Female,52.06009199
COUNTRY,BOL,Americas,2005,Both,68.73158288
COUNTRY,SWZ,Africa,2008,Both,44.27535626
COUNTRY,MNG,Western Pacific,2008,Both,66.90211117
COUNTRY,MNG,Western Pacific,2001,Both,63.48955882
REGION,WPR,,2007,Male,71.64217278
COUNTRY,IDN,South-East Asia,2006,Female,69.88236492
COUNTRY,LKA,South-East Asia,2004,Female,71.78630957
COUNTRY,EST,Europe,2007,Female,78.70800564
COUNTRY,VUT,Western Pacific,2000,Both,64.92630401
COUNTRY,LBY,Eastern Mediterranean,2021,Male,70.22740913
COUNTRY,ISL,Europe,2008,Both,81.29367071
COUNTRY,ZWE,Africa,2018,Male,56.51192048
COUNTRY,NPL,South-East Asia,2005,Both,68.18944823
COUNTRY,SLE,Africa,2006,Male,51.48470239
COUNTRY,SDN,Eastern Mediterranean,2006,Female,66.46951113
COUNTRY,SWZ,Africa,2000,Female,48.86314417
COUNTRY,IND,South-East Asia,2016,Female,71.31301845
COUNTRY,ZMB,Africa,2014,Both,59.98021269
COUNTRY,BGD,South-East Asia,2018,Male,72.3769969
COUNTRY,DJI,Eastern Mediterranean,2018,Both,65.12011598
COUNTRY,FRA,Europe,2017,Female,84.80918283
COUNTRY,TJK,Europe,2021,Female,73.49938753
COUNTRY,GRC,Europe,2004,Both,79.2117166
COUNTRY,NLD,Europe,2012,Both,80.88872584
GLOBAL,GLOBAL,,2005,Female,70.91378928
REGION,SEAR,,2002,Female,66.40360972
COUNTRY,ATG,Americas,2012,Male,73.41193528
COUNTRY,UGA,Africa,2016,Both,64.67477151
COUNTRY,TUR,Europe,2021,Both,75.27238945
COUNTRY,HTI,Americas,2000,Both,56.72887807
REGION,EMR,,2007,Male,65.72746977
COUNTRY,ISL,Europe,2003,Female,82.38280796
COUNTRY,SLE,Africa,2012,Female,57.15631835
COUNTRY,SLE,Africa,2019,Both,60.40224239
