SpatialDimType,SpatialDim,ParentLocation,TimeDim,Dim1,NumericValue
COUNTRY,DNK,Europe,2021,Male,79.46414153
COUNTRY,CAN,Americas,2020,Male,79.27704872
COUNTRY,ISR,Europe,2001,Female,81.03896235
COUNTRY,BRB,Americas,2015,Female,77.3774774
COUNTRY,LCA,Americas,2006,Both,74.71126509
COUNTRY,HRV,Europe,2001,Both,75.00312259
COUNTRY,MOZ,Africa,2003,Male,49.64333249
COUNTRY,UGA,Africa,2002,Male,48.76089237
COUNTRY,FRA,Europe,2001,Male,75.39330334
COUNTRY,GHA,Africa,2005,Female,61.90680535
COUNTRY,LBN,Eastern Mediterranean,2001,Male,74.76621699
COUNTRY,JOR,Eastern Mediterranean,2008,Both,75.81217115
COUNTRY,DOM,Americas,2008,Female,76.06822461
COUNTRY,RWA,Africa,2005,Female,58.47777325
COUNTRY,CPV,Africa,2016,Both,74.86326568
COUNTRY,ETH,Africa,2015,Both,67.10395358
COUNTRY,RUS,Europe,2020,Female,76.15263485
COUNTRY,VNM,Western Pacific,2016,Male,68.93125917
COUNTRY,TUN,Eastern Mediterranean,2006,Both,75.57522085
COUNTRY,TJK,Europe,2011,Male,68.62059568
COUNTRY,MDA,Europe,2020,Female,75.88431967
COUNTRY,SSD,Africa,2018,Both,58.86129412
COUNTRY,GAB,Africa,2019,Female,67.74772189
COUNTRY,TKM,Europe,2004,Both,65.61545494
COUNTRY,BTN,South-East Asia,2020,Male,73.16909282
COUNTRY,SVN,Europe,2010,Female,82.71276232
REGION,EMR,,2002,Both,65.88711487
COUNTRY,NAM,Africa,2007,Female,59.71589506
WORLDBANKINCOMEGROUP,WB_UMI,,2020,Male,71.83933912
REGION,EMR,,2018,Both,69.83224713
COUNTRY,AUS,Western Pacific,2016,Both,82.59341791
COUNTRY,CIV,Africa,2006,Female,57.10112748
COUNTRY,TTO,Americas,2015,Female,77.25018967
COUNTRY,STP,Africa,2007,Male,65.95243515
COUNTRY,JOR,Eastern Mediterranean,2003,Female,72.92050447
COUNTRY,LBY,Eastern Mediterranean,2008,Both,74.20131986
COUNTRY,DEU,Europe,2007,Female,82.26613664
COUNTRY,OMN,Eastern Mediterranean,2014,Female,77.56981986
COUNTRY,GMB,Africa,2015,Female,65.78791567
COUNTRY,ARM,Europe,2012,Both,73.66922093
COUNTRY,RUS,Europe,2002,Male,58.61930397
COUNTRY,HTI,Americas,2018,Both,63.47163817
COUNTRY,PRT,Europe,2006,Male,75.2781267
COUNTRY,NOR,Europe,2000,Female,81.15245142
COUNTRY,CHL,Americas,2003,Male,74.55128717
COUNTRY,KHM,Western Pacific,2008,Both,65.7502876
COUNTRY,MDA,Europe,2015,Female,75.06950339
COUNTRY,TLS,South-East Asia,2004,Female,65.79080277
WORLDBANKINCOMEGROUP,WB_UMI,,2000,Male,66.97706535
COUNTRY,AUT,Europe,2011,Male,78.05171835
COUNTRY,MRT,Africa,2004,Both,65.40083987
COUNTRY,BTN,South-East Asia,2006,Both,69.95563044
COUNTRY,TGO,Africa,2003,Both,56.35238007
COUNTRY,COG,Africa,2000,Female,52.67346352
COUNTRY,GBR,Europe,2021,Female,81.93070945
COUNTRY,KWT,Eastern Mediterranean,2020,Male,76.51859306
COUNTRY,SUR,Americas,2010,Female,75.94902743
COUNTRY,NPL,South-East Asia,2020,Male,68.98308899
COUNTRY,MUS,Africa,2012,Male,70.33555372
COUNTRY,SDN,Eastern Mediterranean,2001,Female,64.27648005
COUNTRY,GBR,Europe,2020,Male,78.25842101
COUNTRY,DJI,Eastern Mediterranean,2006,Male,58.43388178
COUNTRY,JAM,Americas,2021,Female,72.77260563
COUNTRY,CUB,Americas,2008,Male,76.02503332
COUNTRY,SAU,Eastern Mediterranean,2012,Both,77.02520885
COUNTRY,JAM,Americas,2007,Male,65.51937357
COUNTRY,DZA,Africa,2006,Male,73.62443679
COUNTRY,YEM,Eastern Mediterranean,2006,Both,66.27840827
COUNTRY,KEN,Africa,2014,Female,66.14180191
WORLDBANKINCOMEGROUP,WB_HI,,2007,Both,79.13737329
COUNTRY,BGD,South-East Asia,2007,Both,68.42856138
COUNTRY,CRI,Americas,2014,Female,82.91867374
COUNTRY,MLI,Africa,2009,Male,58.08935152
COUNTRY,COD,Africa,2015,Both,59.96244072
COUNTRY,LUX,Europe,2000,Both,78.4163246
REGION,WPR,,2004,Male,70.15758041
COUNTRY,UZB,Europe,2016,Both,69.95773109
COUNTRY,MNE,Europe,2002,Both,73.54605523
COUNTRY,PER,Americas,2008,Both,78.86141336
REGION,AFR,,2006,Both,56.4398241
COUNTRY,ZAF,Africa,2010,Both,57.09683041
COUNTRY,CHN,Western Pacific,2012,Male,72.70466301
COUNTRY,SWZ,Africa,2015,Female,55.48163574
COUNTRY,COM,Africa,2011,Female,67.10483926
COUNTRY,LKA,South-East Asia,2016,Male,73.62061812
COUNTRY,UZB,Europe,2003,Both,62.74285785
COUNTRY,BEL,Europe,2007,Male,76.88983898
COUNTRY,COL,Americas,2010,Female,78.99634235
COUNTRY,SWE,Europe,2010,Female,83.14946396
COUNTRY,NPL,South-East Asia,2001,Both,66.16930825
COUNTRY,TCD,Africa,2002,Female,53.30188967
COUNTRY,ZWE,Africa,2014,Both,56.95717402
COUNTRY,LBY,Eastern Mediterranean,2007,Both,74.50020642
COUNTRY,EST,Europe,2019,Male,74.6948324
GLOBAL,GLOBAL,,2007,Female,72.00171871
COUNTRY,MDA,Europe,2001,Female,70.1121676
REGION,EMR,,2020,Both,68.92815031
COUNTRY,SOM,Eastern Mediterranean,2002,Male,47.26937738
COUNTRY,PRK,South-East Asia,2013,Male,67.79411885
COUNTRY,RWA,Africa,2019,Female,69.61982934
COUNTRY,POL,Europe,2000,Female,77.8773398
COUNTRY,GRC,Europe,2000,Both,78.42147917
COUNTRY,DZA,Africa,2015,Female,76.59493865
COUNTRY,DZA,Africa,2005,Both,74.07853584
COUNTRY,MKD,Europe,2006,Female,76.05040952
REGION,EUR,,2014,Female,80.22973148
COUNTRY,ISR,Europe,2019,Male,80.74316576
COUNTRY,CYP,Europe,2020,Female,84.07164515
COUNTRY,MDV,South-East Asia,2010,Both,74.73135148
COUNTRY,LBY,Eastern Mediterranean,2010,Both,74.11333
COUNTRY,ATG,Americas,2014,Female,77.30671356
COUNTRY,IRQ,Eastern Mediterranean,2007,Male,63.63310637
COUNTRY,ZWE,Africa,2005,Male,45.30671747
COUNTRY,PAK,Eastern Mediterranean,2004,Both,62.44387744
COUNTRY,ZMB,Africa,2000,Female,45.13834795
COUNTRY,MRT,Africa,2021,Male,68.37986022
COUNTRY,URY,Americas,2021,Both,74.98295244
COUNTRY,BLZ,Americas,2014,Male,71.67104637
COUNTRY,GNQ,Africa,2004,Both,56.18357801
COUNTRY,YEM,Eastern Mediterranean,2000,Female,64.67004384
COUNTRY,KOR,Western Pacific,2019,Both,83.68842093
COUNTRY,HND,Americas,2002,Male,69.17590641
COUNTRY,OMN,Eastern Mediterranean,2008,Male,70.79719929
COUNTRY,SDN,Eastern Mediterranean,2000,Both,62.48898469
COUNTRY,KGZ,Europe,2003,Both,66.27050684
COUNTRY,BIH,Europe,2014,Male,74.68459874
COUNTRY,DNK,Europe,2003,Male,75.03809029
COUNTRY,CHN,Western Pacific,2019,Female,80.36419718
COUNTRY,KHM,Western Pacific,2006,Male,61.69316485
COUNTRY,VCT,Americas,2007,Male,71.07156929
COUNTRY,COG,Africa,2013,Male,61.28710081
COUNTRY,SSD,Africa,2013,Both,59.03400442
COUNTRY,ATG,Americas,2008,Male,72.10370838
COUNTRY,TZA,Africa,2021,Female,68.37561394
COUNTRY,FJI,Western Pacific,2005,Female,69.56902502
COUNTRY,MOZ,Africa,2011,Both,53.5270243
COUNTRY,IRN,Eastern Mediterranean,2010,Female,78.56991115
COUNTRY,BRN,Western Pacific,2000,Female,77.10901207
COUNTRY,ZAF,Africa,2018,Both,65.31532246
COUNTRY,BRA,Americas,2008,Both,73.71397618
COUNTRY,KHM,Western Pacific,2012,Male,64.8190813
COUNTRY,SEN,Africa,2011,Both,65.97224307
COUNTRY,FRA,Europe,2005,Both,80.00456559
COUNTRY,NER,Africa,2003,Male,52.25374021
COUNTRY,SGP,Western Pacific,2003,Female,81.95102262
WORLDBANKINCOMEGROUP,WB_UMI,,2012,Female,77.11279782
COUNTRY,BDI,Africa,2014,Female,64.06939818
COUNTRY,MDA,Europe,2013,Both,71.32497048
REGION,SEAR,,2020,Both,70.72011705
COUNTRY,BOL,Americas,2011,Male,69.83791489
COUNTRY,PAN,Americas,2013,Female,80.66583524
COUNTRY,GMB,Africa,2004,Both,60.16114704
COUNTRY,SVK,Europe,2000,Female,77.40551039
COUNTRY,ECU,Americas,2001,Female,76.25045668
COUNTRY,SVN,Europe,2006,Male,74.35136582
COUNTRY,ESP,Europe,2002,Both,79.48845207
COUNTRY,BHS,Americas,2005,Male,69.5130069
REGION,WPR,,2007,Both,74.54521674
COUNTRY,DNK,Europe,2001,Male,74.88877172
COUNTRY,BWA,Africa,2015,Male,60.05683118
COUNTRY,GUY,Americas,2005,Female,68.01573707
COUNTRY,SVK,Europe,2013,Female,79.95161942
COUNTRY,ETH,Africa,2021,Both,67.83909086
COUNTRY,PRY,Americas,2001,Female,77.48753187
COUNTRY,BWA,Africa,2015,Both,62.04575871
COUNTRY,SYR,Eastern Mediterranean,2002,Both,72.00814832
COUNTRY,GEO,Europe,2020,Female,77.81036223
REGION,WPR,,2021,Male,74.52599347
COUNTRY,SVN,Europe,2014,Male,77.91975032
COUNTRY,GEO,Europe,2015,Male,68.34963094
COUNTRY,FJI,Western Pacific,2014,Female,69.84879406
COUNTRY,TTO,Americas,2013,Female,77.1887031
COUNTRY,VUT,Western Pacific,2008,Female,69.25846018
COUNTRY,GRC,Europe,2015,Both,80.41608244
COUNTRY,LCA,Americas,2004,Male,70.81990119
COUNTRY,KAZ,Europe,2010,Male,63.52322024
COUNTRY,MDV,South-East Asia,2011,Both,75.10252928
COUNTRY,QAT,Eastern Mediterranean,2010,Female,75.45423419
COUNTRY,BEL,Europe,2018,Male,79.10148787
COUNTRY,CHL,Americas,2000,Male,73.88327316
COUNTRY,URY,Americas,2008,Female,80.07135258
COUNTRY,NPL,South-East Asia,2016,Male,68.77609661
COUNTRY,MUS,Africa,2004,Female,75.44268366
COUNTRY,PRY,Americas,2002,Both,75.11313392
COUNTRY,KEN,Africa,2001,Male,53.19375135
COUNTRY,MAR,Eastern Mediterranean,2006,Female,72.13248042
COUNTRY,RWA,Africa,2020,Male,66.02809767
COUNTRY,TZA,Africa,2010,Both,61.6819464
COUNTRY,BEN,Africa,2020,Female,67.03767966
COUNTRY,CRI,Americas,2012,Both,80.42316166
COUNTRY,JOR,Eastern Mediterranean,2014,Both,77.96984738
COUNTRY,ITA,Europe,2001,Both,79.67653939
COUNTRY,MOZ,Africa,2021,Male,54.80071596
COUNTRY,KHM,Western Pacific,2014,Female,71.10068393
COUNTRY,JOR,Eastern Mediterranean,2001,Both,72.6802332
COUNTRY,BOL,Americas,2021,Both,65.41062535
COUNTRY,DNK,Europe,2015,Both,80.59412958
COUNTRY,PER,Americas,2012,Male,77.48090776
COUNTRY,WSM,Western Pacific,2008,Both,70.48283276
COUNTRY,CUB,Americas,2014,Female,80.24695409
COUNTRY,VNM,Western Pacific,2000,Both,71.87399979
COUNTRY,BLZ,Americas,2009,Male,71.20971714
COUNTRY,CAF,Africa,2004,Both,45.61618547
COUNTRY,TZA,Africa,2005,Female,57.41061902
COUNTRY,KIR,Western Pacific,2017,Both,61.81777917
COUNTRY,PNG,Western Pacific,2002,Male,62.68921664
COUNTRY,ZWE,Africa,2015,Female,59.35619286
COUNTRY,GAB,Africa,2016,Both,64.25526743
COUNTRY,HRV,Europe,2001,Male,71.3161806
COUNTRY,STP,Africa,2001,Both,63.93324972
COUNTRY,SUR,Americas,2013,Both,73.14787483
COUNTRY,CHN,Western Pacific,2021,Both,77.61619672
COUNTRY,SVK,Europe,2005,Female,77.95416962
COUNTRY,DEU,Europe,2020,Female,83.08185767
WORLDBANKINCOMEGROUP,WB_HI,,2013,Male,77.75639596
COUNTRY,SEN,Africa,2015,Male,65.7396903
COUNTRY,SUR,Americas,2018,Male,70.09061891
COUNTRY,GRC,Europe,2013,Female,83.06352264
COUNTRY,QAT,Eastern Mediterranean,2008,Both,72.36968987
COUNTRY,NPL,South-East Asia,2017,Female,72.61468334
COUNTRY,ESP,Europe,2010,Male,78.76347517
COUNTRY,BEN,Africa,2007,Female,61.73572668
COUNTRY,EST,Europe,2005,Both,72.88570642
COUNTRY,SLE,Africa,2008,Female,54.41898516
COUNTRY,NGA,Africa,2012,Both,60.64324912
COUNTRY,DEU,Europe,2015,Both,80.4259243
WORLDBANKINCOMEGROUP,WB_UMI,,2015,Both,74.81672772
COUNTRY,TCD,Africa,2013,Female,58.49942471
COUNTRY,BTN,South-East Asia,2017,Both,73.54716542
COUNTRY,BIH,Europe,2003,Female,79.15537001
COUNTRY,IRN,Eastern Mediterranean,2012,Male,75.48099723
COUNTRY,BEL,Europe,2004,Female,81.54864644
COUNTRY,PSE,Eastern Mediterranean,2005,Both,70.5600974
COUNTRY,ATG,Americas,2001,Female,76.8412527
COUNTRY,THA,South-East Asia,2019,Both,76.92495279
REGION,EMR,,2004,Female,67.83316855
COUNTRY,TKM,Europe,2016,Both,68.96406385
COUNTRY,ARM,Europe,2016,Male,69.82436781
COUNTRY,PRK,South-East Asia,2002,Male,59.91893607
COUNTRY,CIV,Africa,2021,Male,61.39104152
COUNTRY,MDV,South-East Asia,2002,Female,72.37521311
COUNTRY,URY,Americas,2003,Female,78.77059518
COUNTRY,VEN,Americas,2015,Both,73.93795547
COUNTRY,MNE,Europe,2000,Both,73.43360465
COUNTRY,PAK,Eastern Mediterranean,2015,Male,64.90203666
COUNTRY,CYP,Europe,2008,Both,80.589293
COUNTRY,BDI,Africa,2004,Female,51.97199202
COUNTRY,LTU,Europe,2013,Female,79.23572002
COUNTRY,KOR,Western Pacific,2012,Male,77.74173847
COUNTRY,JAM,Americas,2021,Male,67.64379114
COUNTRY,ZMB,Africa,2005,Male,48.66247405
COUNTRY,MDV,South-East Asia,2016,Male,76.11149622
COUNTRY,BGD,South-East Asia,2012,Both,72.09310158
COUNTRY,MUS,Africa,2010,Both,73.34550791
COUNTRY,HND,Americas,2019,Male,69.99405581
COUNTRY,PRT,Europe,2001,Female,80.41760358
COUNTRY,URY,Americas,2004,Male,71.32479097
COUNTRY,BLZ,Americas,2020,Both,74.69437572
COUNTRY,BFA,Africa,2001,Female,53.81553806
COUNTRY,CAN,Americas,2000,Male,76.52524497
COUNTRY,ERI,Africa,2016,Both,62.87736669
COUNTRY,GTM,Americas,2014,Male,69.20397662
COUNTRY,ESP,Europe,2009,Female,84.24225394
COUNTRY,JAM,Americas,2020,Female,75.27279037
COUNTRY,SGP,Western Pacific,2005,Male,78.23380842
COUNTRY,MDA,Europe,2004,Male,62.55311444
COUNTRY,POL,Europe,2012,Female,80.69121254
COUNTRY,CIV,Africa,2013,Both,59.30998362
COUNTRY,PNG,Western Pacific,2006,Male,63.11584111
COUNTRY,MLT,Europe,2018,Female,84.00690143
COUNTRY,MKD,Europe,2010,Male,72.71608805
COUNTRY,SSD,Africa,2007,Male,55.33778183
GLOBAL,GLOBAL,,2020,Female,75.21902065
COUNTRY,WSM,Western Pacific,2009,Both,68.73125976
COUNTRY,BGR,Europe,2008,Both,73.24591413
COUNTRY,DEU,Europe,2016,Both,80.68537775
COUNTRY,BRB,Americas,2017,Female,77.47053729
COUNTRY,CPV,Africa,2001,Both,71.98653007
COUNTRY,BHS,Americas,2001,Male,67.7051675
COUNTRY,NPL,South-East Asia,2018,Male,69.28407249
COUNTRY,VCT,Americas,2011,Female,75.51016119
COUNTRY,AGO,Africa,2014,Male,58.64003243
COUNTRY,UZB,Europe,2020,Male,69.23392691
COUNTRY,BIH,Europe,2001,Both,75.85448253
COUNTRY,BRN,Western Pacific,2004,Male,75.05390758
REGION,WPR,,2014,Both,76.5927032
COUNTRY,IDN,South-East Asia,2005,Female,69.70174942
COUNTRY,KWT,Eastern Mediterranean,2012,Male,79.45472834
COUNTRY,SDN,Eastern Mediterranean,2017,Female,70.11978476
COUNTRY,PRY,Americas,2010,Both,74.73073675
REGION,EUR,,2004,Male,69.29716513
COUNTRY,ATG,Americas,2009,Female,77.89626536
WORLDBANKINCOMEGROUP,WB_LMI,,2004,Male,62.38665969
COUNTRY,GRC,Europe,2014,Both,80.83818972
COUNTRY,CPV,Africa,2021,Female,77.44199378
COUNTRY,NAM,Africa,2013,Both,61.87769769
COUNTRY,FSM,Western Pacific,2019,Female,68.80753873
COUNTRY,SVK,Europe,2020,Female,80.20803416
COUNTRY,KEN,Africa,2020,Male,64.06213434
COUNTRY,IRL,Europe,2019,Male,80.27005664
COUNTRY,QAT,Eastern Mediterranean,2006,Both,71.48490844
COUNTRY,ARE,Eastern Mediterranean,2006,Both,80.09096187
WORLDBANKINCOMEGROUP,WB_UMI,,2014,Female,77.73606325
COUNTRY,PNG,Western Pacific,2017,Male,65.35460805
WORLDBANKINCOMEGROUP,WB_HI,,2013,Both,80.30511012
COUNTRY,LCA,Americas,2002,Male,70.41045416
COUNTRY,SDN,Eastern Mediterranean,2008,Both,66.10814996
COUNTRY,HUN,Europe,2020,Both,75.76307465
COUNTRY,PNG,Western Pacific,2000,Both,63.35685153
GLOBAL,GLOBAL,,2021,Both,71.36869906
COUNTRY,COM,Africa,2007,Female,65.95256496
COUNTRY,THA,South-East Asia,2017,Male,73.75229171
REGION,EUR,,2010,Both,75.62937104
COUNTRY,MAR,Eastern Mediterranean,2007,Both,71.60883866
COUNTRY,GRD,Americas,2005,Both,70.64904308
COUNTRY,STP,Africa,2009,Male,67.15565876
COUNTRY,VUT,Western Pacific,2018,Female,70.58576411
WORLDBANKINCOMEGROUP,WB_LI,,2001,Female,55.77824033
COUNTRY,HND,Americas,2021,Female,70.5326339
COUNTRY,VUT,Western Pacific,2014,Female,70.24572796
COUNTRY,LAO,Western Pacific,2012,Both,65.52691412
COUNTRY,KEN,Africa,2011,Male,59.87817372
COUNTRY,NIC,Americas,2012,Male,73.91540642
COUNTRY,TKM,Europe,2009,Female,72.07620966
COUNTRY,WSM,Western Pacific,2020,Male,68.7445113
COUNTRY,SRB,Europe,2013,Both,75.22896744
COUNTRY,PER,Americas,2017,Both,79.35847297
COUNTRY,KGZ,Europe,2009,Female,72.92244386
COUNTRY,CYP,Europe,2009,Male,78.82762517
COUNTRY,BOL,Americas,2013,Both,71.33805685
COUNTRY,GMB,Africa,2002,Both,59.58972076
COUNTRY,GNQ,Africa,2005,Male,55.99837969
COUNTRY,NZL,Western Pacific,2007,Both,80.04299252
COUNTRY,FJI,Western Pacific,2001,Both,66.34541639
COUNTRY,SLE,Africa,2017,Male,58.32701535
WORLDBANKINCOMEGROUP,WB_HI,,2019,Female,83.33354538
COUNTRY,TUN,Eastern Mediterranean,2017,Both,77.03145853
COUNTRY,KHM,Western Pacific,2021,Female,71.45081969
REGION,EUR,,2010,Male,72.03999021
COUNTRY,PRI,Americas,2019,Both,80.50288098
COUNTRY,PAK,Eastern Mediterranean,2005,Female,62.53406826
COUNTRY,SWE,Europe,2002,Female,81.82555044
COUNTRY,ESP,Europe,2007,Female,83.77726402
COUNTRY,GRC,Europe,2000,Female,80.96205607
GLOBAL,GLOBAL,,2002,Both,67.35830321
COUNTRY,LKA,South-East Asia,2004,Both,69.11941478
COUNTRY,COD,Africa,2002,Both,53.2535703
COUNTRY,VCT,Americas,2018,Female,75.66784324
COUNTRY,MNE,Europe,2007,Female,77.11696701
COUNTRY,KEN,Africa,2008,Both,59.48455643
COUNTRY,MMR,South-East Asia,2013,Female,69.72846104
COUNTRY,GNB,Africa,2018,Female,60.94584303
WORLDBANKINCOMEGROUP,WB_HI,,2018,Female,83.1295789
COUNTRY,CHE,Europe,2017,Female,84.94600791
COUNTRY,KEN,Africa,2009,Both,60.49062126
COUNTRY,FJI,Western Pacific,2001,Female,69.07515996
COUNTRY,IDN,South-East Asia,2019,Female,73.26013029
COUNTRY,KEN,Africa,2008,Male,57.70174496
REGION,AMR,,2007,Both,75.82834415
COUNTRY,AZE,Europe,2000,Male,62.33222908
COUNTRY,USA,Americas,2010,Female,80.78898057
COUNTRY,KIR,Western Pacific,2013,Female,64.81668192
COUNTRY,ROU,Europe,2011,Female,78.00645201
COUNTRY,SYR,Eastern Mediterranean,2008,Female,75.14030363
COUNTRY,QAT,Eastern Mediterranean,2009,Female,74.82904328
COUNTRY,NPL,South-East Asia,2007,Female,70.17144321
COUNTRY,JAM,Americas,2015,Both,72.28943851
COUNTRY,COD,Africa,2003,Female,55.34953242
COUNTRY,KWT,Eastern Mediterranean,2007,Female,81.02647654
COUNTRY,GMB,Africa,2012,Female,65.26550156
COUNTRY,LVA,Europe,2013,Female,78.62368744
COUNTRY,KOR,Western Pacific,2007,Female,82.49206942
COUNTRY,BFA,Africa,2016,Both,61.35518157
COUNTRY,CYP,Europe,2015,Both,81.80149333
COUNTRY,IDN,South-East Asia,2011,Male,67.81753714
COUNTRY,SGP,Western Pacific,2007,Female,82.97490428
COUNTRY,WSM,Western Pacific,2019,Female,71.30512025
COUNTRY,BWA,Africa,2001,Female,48.49343266
COUNTRY,GRD,Americas,2007,Male,68.12268094
COUNTRY,MDA,Europe,2007,Male,63.16272633
COUNTRY,LBN,Eastern Mediterranean,2001,Both,76.1562609
COUNTRY,USA,Americas,2009,Both,78.42393798
COUNTRY,KAZ,Europe,2017,Both,72.96750185
COUNTRY,MKD,Europe,2000,Male,70.80860082
COUNTRY,TON,Western Pacific,2017,Male,70.1240677
COUNTRY,URY,Americas,2003,Male,70.8131933
COUNTRY,SVN,Europe,2004,Both,77.10892927
COUNTRY,NZL,Western Pacific,2012,Male,79.36131504
COUNTRY,LBY,Eastern Mediterranean,2000,Female,75.88503082
COUNTRY,LAO,Western Pacific,2000,Female,60.17590773
COUNTRY,LAO,Western Pacific,2016,Female,69.70793001
COUNTRY,NZL,Western Pacific,2018,Male,80.10699094
COUNTRY,DJI,Eastern Mediterranean,2005,Female,61.72741966
COUNTRY,BEN,Africa,2013,Female,64.49029132
COUNTRY,LSO,Africa,2010,Male,45.80492636
COUNTRY,BIH,Europe,2009,Male,73.90197844
WORLDBANKINCOMEGROUP,WB_LI,,2011,Male,59.11219162
COUNTRY,SSD,Africa,2000,Both,51.90046634
COUNTRY,ARG,Americas,2007,Both,75.05610078
COUNTRY,KGZ,Europe,2008,Male,64.34873363
COUNTRY,BRN,Western Pacific,2003,Both,76.10651217
COUNTRY,CHE,Europe,2011,Female,84.36375175
COUNTRY,BDI,Africa,2000,Both,44.3609182
COUNTRY,HND,Americas,2011,Male,69.73529838
COUNTRY,MWI,Africa,2010,Male,54.66778601
COUNTRY,ISL,Europe,2018,Female,83.84179532
COUNTRY,GNB,Africa,2004,Male,49.6197704
COUNTRY,DEU,Europe,2008,Both,79.87792037
COUNTRY,PNG,Western Pacific,2001,Male,62.59618594
REGION,AMR,,2003,Female,77.51131093
COUNTRY,SWZ,Africa,2016,Male,49.97087297
COUNTRY,IRL,Europe,2000,Female,79.00103868
COUNTRY,MAR,Eastern Mediterranean,2011,Female,73.28322741
COUNTRY,PER,Americas,2000,Female,77.00059341
COUNTRY,IRN,Eastern Mediterranean,2000,Both,73.48542569
COUNTRY,SVN,Europe,2006,Female,81.60003693
COUNTRY,BHS,Americas,2021,Female,73.4727969
COUNTRY,TUR,Europe,2014,Female,79.47668187
COUNTRY,MKD,Europe,2003,Male,70.94649077
COUNTRY,MYS,Western Pacific,2009,Female,76.30828563
COUNTRY,CRI,Americas,2007,Both,80.2305467
COUNTRY,SOM,Eastern Mediterranean,2018,Both,54.6726292
COUNTRY,CHL,Americas,2000,Both,76.79721978
COUNTRY,CAF,Africa,2005,Both,46.14092523
COUNTRY,VUT,Western Pacific,2001,Male,62.07191628
COUNTRY,UGA,Africa,2001,Both,49.78388659
COUNTRY,BLZ,Americas,2018,Both,74.57665716
COUNTRY,VUT,Western Pacific,2015,Female,70.33802031
COUNTRY,BGR,Europe,2010,Female,77.23356677
COUNTRY,CYP,Europe,2007,Both,80.21271187
COUNTRY,GBR,Europe,2013,Both,80.68571114
COUNTRY,CAF,Africa,2005,Male,45.12290204
COUNTRY,HUN,Europe,2018,Both,76.08502162
COUNTRY,PRT,Europe,2000,Male,73.06858602
COUNTRY,WSM,Western Pacific,2013,Both,70.24040584
COUNTRY,KAZ,Europe,2003,Female,70.43702037
COUNTRY,CUB,Americas,2014,Male,76.10413833
COUNTRY,MDG,Africa,2001,Female,60.31523103
COUNTRY,ZMB,Africa,2021,Female,63.10931486
COUNTRY,BTN,South-East Asia,2013,Male,71.71476528
COUNTRY,MNE,Europe,2013,Female,78.73362262
COUNTRY,LCA,Americas,2014,Both,76.28411905
COUNTRY,KEN,Africa,2006,Female,59.00871844
COUNTRY,GNB,Africa,2002,Female,53.2725367
COUNTRY,HTI,Americas,2013,Female,62.08355339
COUNTRY,KGZ,Europe,2021,Both,72.18500345
COUNTRY,ROU,Europe,2002,Both,70.90278508
COUNTRY,MUS,Africa,2011,Both,73.5157206
COUNTRY,PHL,Western Pacific,2000,Male,66.38175287
COUNTRY,KHM,Western Pacific,2016,Both,68.91001703
COUNTRY,GAB,Africa,2006,Male,58.74613658
COUNTRY,PER,Americas,2010,Female,79.78831268
COUNTRY,DJI,Eastern Mediterranean,2013,Both,63.13924805
COUNTRY,LBN,Eastern Mediterranean,2010,Female,80.05100712
COUNTRY,TCD,Africa,2007,Female,55.40778287
COUNTRY,PRI,Americas,2014,Both,79.89363862
COUNTRY,MOZ,Africa,2007,Female,54.79630039
COUNTRY,FSM,Western Pacific,2004,Both,64.15853132
COUNTRY,CHN,Western Pacific,2012,Both,75.48068539
COUNTRY,JAM,Americas,2004,Male,71.94012705
COUNTRY,FRA,Europe,2017,Male,79.40611353
COUNTRY,UGA,Africa,2014,Female,66.97294471
COUNTRY,GUY,Americas,2006,Female,68.31914274
COUNTRY,GEO,Europe,2009,Female,75.57564885
COUNTRY,IRL,Europe,2000,Male,73.87621938
COUNTRY,CAF,Africa,2016,Both,51.50031283
COUNTRY,DOM,Americas,2013,Both,73.27936819
COUNTRY,SVN,Europe,2000,Female,79.7240655
COUNTRY,KAZ,Europe,2004,Male,59.53828832
COUNTRY,TKM,Europe,2014,Female,72.50510204
COUNTRY,ETH,Africa,2011,Both,64.25857509
COUNTRY,TTO,Americas,2003,Female,73.88247637
WORLDBANKINCOMEGROUP,WB_LMI,,2007,Both,65.31977487
COUNTRY,ZAF,Africa,2011,Male,56.40558765
COUNTRY,ARG,Americas,2004,Both,74.90566583
COUNTRY,BHS,Americas,2020,Female,75.95911581
COUNTRY,GEO,Europe,2019,Both,73.85275108
COUNTRY,NOR,Europe,2009,Both,80.74746239
COUNTRY,PAN,Americas,2016,Male,75.39463658
COUNTRY,MMR,South-East Asia,2013,Both,66.44771624
COUNTRY,CZE,Europe,2002,Male,72.06155149
COUNTRY,SRB,Europe,2002,Both,72.31660412
COUNTRY,CUB,Americas,2006,Female,80.09532445
COUNTRY,PHL,Western Pacific,2012,Both,69.54178119
COUNTRY,AUS,Western Pacific,2002,Female,82.54650504
COUNTRY,BWA,Africa,2014,Both,61.38291822
COUNTRY,ZMB,Africa,2013,Male,57.14383184
COUNTRY,PAN,Americas,2012,Male,74.34508423
COUNTRY,GEO,Europe,2002,Male,66.03363789
COUNTRY,LTU,Europe,2019,Male,71.45355938
COUNTRY,TCD,Africa,2007,Both,53.97297101
COUNTRY,MMR,South-East Asia,2018,Both,68.55999093
COUNTRY,SUR,Americas,2017,Female,76.14723499
COUNTRY,LSO,Africa,2002,Male,45.07086191
